ID,NOME,ESPECIE,IDADE,PESO,CADASTRO_ATIVO,PROCEDIMENTOS
7234,Koda,Gato,14,20.13,True,Castração;Vacinação
7235,Otto,Peixe-dourado,6,7.55,True,Vacinação;Limpeza_tártaro
7236,Jujuba,Calopsita,4,6.39,True,Limpeza_tártaro;Ultrassonografia
7237,Zeca,Cachorro,12,29.97,True,Consulta_rotina;Vacinação
7238,Zelda,Cachorro,13,28.97,False,Consulta_rotina;Limpeza_tártaro;Ultrassonografia
7239,Cecília,Gato,8,25.09,True,Ultrassonografia;Castração;Curativo_ferida
7240,Nala,Hamster,5,33.3,False,Curativo_ferida;Vacinação;Castração
7241,Clara,Cachorro,14,23.0,True,Castração
7242,Bento,Coelho,2,36.02,True,Ultrassonografia;Consulta_rotina
7243,Loki,Porquinho-da-india,13,32.81,False,Limpeza_tártaro;Hemograma;Consulta_rotina
7244,Jujuba,Peixe-dourado,9,8.71,False,Hemograma;Limpeza_tártaro
7245,Koda,Peixe-dourado,13,28.93,False,Curativo_ferida;Hemograma
7246,Paçoca,Tartaruga,6,38.78,False,Curativo_ferida;Ultrassonografia
7247,Jade,Gato,5,14.87,True,Limpeza_tártaro
7248,Cecília,Gato,11,26.09,True,Consulta_rotina;Hemograma
7249,Sherlock,Gato,12,33.75,True,Hemograma;Ultrassonografia;Castração
7250,Simba,Hamster,1,18.59,False,Vacinação
7251,Koda,Gato,2,9.52,True,Ultrassonografia;Curativo_ferida
7252,Otto,Tartaruga,11,9.05,False,Limpeza_tártaro;Castração;Vacinação
7253,Sherlock,Gato,7,20.88,True,Consulta_rotina;Ultrassonografia;Curativo_ferida
7254,Nina,Porquinho-da-india,6,4.92,False,Limpeza_tártaro;Hemograma;Castração
7255,Alice,Porquinho-da-india,13,0.83,False,Vacinação
7256,Bento,Gato,2,16.22,True,Curativo_ferida;Vacinação;Ultrassonografia
7257,Koda,Tartaruga,13,15.47,False,Vacinação;Castração;Consulta_rotina
7258,Alecrim,Coelho,2,14.98,False,Consulta_rotina
7259,Arya,Porquinho-da-india,2,9.58,True,Consulta_rotina
7260,Tequila,Gato,7,2.61,True,Consulta_rotina
7261,Paçoca,Tartaruga,13,33.25,False,Hemograma;Vacinação;Ultrassonografia
7262,Cecília,Hamster,7,0.89,False,Limpeza_tártaro;Vacinação
7263,Vicente,Cachorro,7,31.43,False,Consulta_rotina
7264,Alecrim,Gato,1,39.1,False,Consulta_rotina
7265,Pudim,Coelho,11,22.87,True,Curativo_ferida;Consulta_rotina
7266,Stitch,Hamster,12,4.7,True,Castração;Curativo_ferida
7267,Stitch,Gato,14,22.57,False,Curativo_ferida;Castração
7268,Pipoca,Porquinho-da-india,13,29.04,True,Curativo_ferida
7269,Theo,Porquinho-da-india,7,24.17,False,Curativo_ferida;Consulta_rotina;Castração
7270,Yoda,Peixe-dourado,10,32.53,True,Castração
7271,Nina,Calopsita,1,32.31,False,Vacinação
7272,Gaia,Calopsita,3,35.08,True,Ultrassonografia
7273,Flora,Coelho,5,24.79,True,Consulta_rotina
7274,Cookie,Gato,10,29.85,False,Hemograma
7275,Cecília,Tartaruga,5,9.76,True,Castração
7276,Theo,Peixe-dourado,15,35.56,True,Hemograma;Castração;Limpeza_tártaro
7277,Jade,Cachorro,15,5.83,True,Hemograma
7278,Cacau,Gato,6,25.21,False,Hemograma
7279,Paçoca,Coelho,15,26.13,False,Hemograma;Ultrassonografia;Vacinação
7280,Arya,Peixe-dourado,4,17.1,True,Ultrassonografia;Vacinação;Castração
7281,Tequila,Porquinho-da-india,13,35.94,False,Hemograma
7282,Koda,Hamster,3,14.67,True,Vacinação;Curativo_ferida
7283,Bento,Coelho,8,31.44,True,Vacinação
7284,Arya,Tartaruga,11,6.18,True,Vacinação;Limpeza_tártaro;Castração
7285,Joaquim,Gato,12,25.36,True,Limpeza_tártaro;Castração;Vacinação
7286,Zeca,Peixe-dourado,14,8.59,False,Hemograma
7287,Pudim,Hamster,3,1.2,True,Castração;Curativo_ferida;Hemograma
7288,Theo,Peixe-dourado,7,29.79,True,Castração
7289,Loki,Coelho,13,24.57,True,Consulta_rotina;Curativo_ferida;Ultrassonografia
7290,Bento,Gato,5,11.24,True,Curativo_ferida
7291,Cacau,Coelho,10,7.99,True,Limpeza_tártaro;Ultrassonografia;Consulta_rotina
7292,Jade,Gato,12,24.9,False,Ultrassonografia;Curativo_ferida
7293,Theo,Porquinho-da-india,3,21.96,False,Hemograma;Ultrassonografia
7294,Sushi,Cachorro,13,26.7,False,Consulta_rotina;Ultrassonografia;Vacinação
7295,Sushi,Calopsita,12,37.11,False,Vacinação;Ultrassonografia
7296,Cecília,Calopsita,4,16.47,True,Consulta_rotina;Curativo_ferida;Hemograma
7297,Yoda,Porquinho-da-india,4,21.28,True,Hemograma;Consulta_rotina;Limpeza_tártaro
7298,Flora,Calopsita,14,12.44,True,Curativo_ferida;Ultrassonografia
7299,Tequila,Porquinho-da-india,4,4.72,True,Ultrassonografia;Hemograma
7300,Bento,Coelho,12,8.81,False,Castração;Curativo_ferida
7301,Cecília,Tartaruga,1,35.63,False,Consulta_rotina;Hemograma;Ultrassonografia
7302,Alice,Gato,8,21.95,False,Limpeza_tártaro;Curativo_ferida;Ultrassonografia
7303,Paçoca,Peixe-dourado,4,31.47,False,Castração
7304,Joaquim,Tartaruga,8,4.51,True,Castração;Vacinação
7305,Café,Hamster,14,13.32,False,Consulta_rotina;Limpeza_tártaro
7306,Jujuba,Hamster,11,30.6,True,Consulta_rotina;Ultrassonografia;Curativo_ferida
7307,Arya,Peixe-dourado,4,29.86,True,Hemograma;Vacinação
7308,Mel,Peixe-dourado,14,0.97,True,Ultrassonografia;Castração
7309,Joaquim,Coelho,13,0.56,False,Vacinação;Limpeza_tártaro;Consulta_rotina
7310,Cookie,Calopsita,15,19.08,False,Castração;Consulta_rotina;Ultrassonografia
7311,Alice,Gato,12,34.17,True,Limpeza_tártaro;Consulta_rotina
7312,Frodo,Gato,9,13.52,True,Hemograma
7313,Stitch,Calopsita,11,17.0,False,Consulta_rotina;Castração
7314,Tequila,Tartaruga,13,38.74,False,Consulta_rotina
7315,Lola,Coelho,11,12.91,False,Vacinação
7316,Tequila,Coelho,1,37.03,True,Castração
7317,Joaquim,Cachorro,1,10.52,True,Hemograma;Curativo_ferida;Limpeza_tártaro
7318,Stitch,Peixe-dourado,12,34.17,False,Ultrassonografia;Hemograma
7319,Simba,Gato,9,8.62,True,Limpeza_tártaro;Curativo_ferida;Vacinação
7320,Zeca,Gato,4,9.69,True,Castração
7321,Loki,Calopsita,5,24.13,False,Consulta_rotina;Limpeza_tártaro
7322,Café,Porquinho-da-india,14,2.82,True,Ultrassonografia
7323,Joaquim,Coelho,6,38.01,False,Hemograma
7324,Jade,Peixe-dourado,10,37.64,True,Curativo_ferida
7325,Joaquim,Cachorro,9,19.03,True,Castração
7326,Koda,Peixe-dourado,5,20.69,False,Castração
7327,Loki,Gato,13,26.35,False,Vacinação;Consulta_rotina;Castração
7328,Arya,Gato,10,32.7,True,Ultrassonografia;Hemograma;Limpeza_tártaro
7329,Stitch,Gato,9,17.29,True,Curativo_ferida;Vacinação
7330,Luna,Porquinho-da-india,8,4.65,True,Limpeza_tártaro;Curativo_ferida
7331,Thor,Calopsita,6,0.96,True,Consulta_rotina;Hemograma;Curativo_ferida
7332,Pipoca,Coelho,4,37.36,True,Consulta_rotina;Ultrassonografia
7333,Alecrim,Porquinho-da-india,5,38.33,True,Castração
7334,Bento,Hamster,10,11.86,False,Vacinação;Curativo_ferida
7335,Bento,Tartaruga,9,32.4,False,Consulta_rotina
7336,Pudim,Peixe-dourado,9,17.65,False,Curativo_ferida;Castração
7337,Theo,Peixe-dourado,12,18.34,False,Limpeza_tártaro;Hemograma
7338,Nala,Tartaruga,3,35.93,True,Ultrassonografia;Limpeza_tártaro
7339,Pudim,Tartaruga,9,36.94,True,Curativo_ferida
7340,Pipoca,Peixe-dourado,7,33.37,True,Castração;Consulta_rotina;Vacinação
7341,Yoda,Porquinho-da-india,3,24.43,False,Vacinação;Castração;Consulta_rotina
7342,Luna,Gato,13,30.8,True,Consulta_rotina
7343,Simba,Peixe-dourado,5,8.85,False,Hemograma;Consulta_rotina;Vacinação
7344,Pipoca,Gato,9,29.31,False,Vacinação;Ultrassonografia;Castração
7345,Bento,Hamster,11,22.88,True,Limpeza_tártaro;Consulta_rotina;Ultrassonografia
7346,Stitch,Coelho,13,10.25,False,Castração
7347,Arthur,Tartaruga,1,32.05,False,Curativo_ferida;Ultrassonografia;Castração
7348,Clara,Cachorro,5,17.57,True,Hemograma;Curativo_ferida;Ultrassonografia
7349,Cookie,Calopsita,10,13.0,False,Vacinação
7350,Nala,Tartaruga,5,35.42,False,Curativo_ferida;Consulta_rotina;Vacinação
7351,Nala,Peixe-dourado,5,7.36,True,Limpeza_tártaro;Ultrassonografia
7352,Arthur,Peixe-dourado,1,30.22,True,Vacinação;Curativo_ferida
7353,Gaia,Cachorro,15,10.67,False,Castração;Consulta_rotina
7354,Café,Porquinho-da-india,12,39.69,True,Consulta_rotina;Castração
7355,Simba,Hamster,2,38.81,True,Curativo_ferida;Hemograma;Consulta_rotina
7356,Nala,Tartaruga,8,6.16,False,Hemograma;Curativo_ferida;Ultrassonografia
7357,Arthur,Tartaruga,3,7.31,True,Consulta_rotina;Castração
7358,Joaquim,Gato,2,16.43,False,Hemograma;Curativo_ferida;Consulta_rotina
7359,Koda,Peixe-dourado,6,16.23,False,Limpeza_tártaro;Castração
7360,Alice,Gato,7,14.09,False,Limpeza_tártaro;Hemograma
7361,Gaia,Coelho,9,27.79,False,Limpeza_tártaro
7362,Yoda,Gato,9,37.08,False,Limpeza_tártaro
7363,Vicente,Coelho,3,31.73,True,Consulta_rotina
7364,Sushi,Hamster,13,6.82,False,Hemograma;Curativo_ferida
7365,Amora,Tartaruga,15,24.24,False,Ultrassonografia;Consulta_rotina
7366,Cecília,Gato,7,38.31,True,Limpeza_tártaro;Ultrassonografia;Hemograma
7367,Sherlock,Peixe-dourado,6,14.37,False,Vacinação
7368,Simba,Coelho,11,20.62,False,Limpeza_tártaro;Hemograma
7369,Cecília,Tartaruga,6,29.65,False,Consulta_rotina;Hemograma;Vacinação
7370,Gaia,Calopsita,12,13.74,False,Curativo_ferida;Castração
7371,Clara,Porquinho-da-india,14,21.32,False,Hemograma;Limpeza_tártaro;Castração
7372,Vicente,Gato,6,27.79,True,Ultrassonografia;Castração
7373,Koda,Coelho,1,30.76,False,Limpeza_tártaro;Vacinação
7374,Otto,Calopsita,5,3.96,False,Castração;Curativo_ferida;Consulta_rotina
7375,Theo,Peixe-dourado,3,17.22,True,Ultrassonografia;Hemograma
7376,Frodo,Cachorro,8,9.12,False,Vacinação;Consulta_rotina
7377,Sherlock,Hamster,1,15.82,True,Consulta_rotina;Curativo_ferida
7378,Joaquim,Tartaruga,8,14.47,True,Ultrassonografia;Hemograma;Curativo_ferida
7379,Gaia,Peixe-dourado,2,25.95,False,Vacinação
7380,Arthur,Coelho,8,24.78,False,Hemograma
7381,Sushi,Peixe-dourado,12,31.2,False,Ultrassonografia;Limpeza_tártaro
7382,Zeca,Coelho,11,27.82,False,Castração;Consulta_rotina;Limpeza_tártaro
7383,Jade,Gato,14,35.31,False,Hemograma
7384,Cookie,Gato,12,29.53,False,Curativo_ferida;Hemograma
7385,Zelda,Coelho,14,24.21,True,Castração;Curativo_ferida
7386,Jade,Peixe-dourado,1,24.58,True,Vacinação;Limpeza_tártaro
7387,Cookie,Porquinho-da-india,5,26.57,False,Hemograma;Vacinação
7388,Cacau,Calopsita,2,4.37,True,Consulta_rotina;Ultrassonografia;Limpeza_tártaro
7389,Bento,Hamster,15,18.35,False,Vacinação;Limpeza_tártaro;Consulta_rotina
7390,Nala,Porquinho-da-india,4,8.59,True,Hemograma
7391,Pipoca,Gato,15,33.38,True,Castração;Vacinação;Limpeza_tártaro
7392,Flora,Hamster,12,15.03,False,Ultrassonografia;Limpeza_tártaro;Hemograma
7393,Paçoca,Calopsita,6,22.01,True,Consulta_rotina;Castração;Hemograma
7394,Tequila,Peixe-dourado,5,36.33,False,Castração;Hemograma
7395,Stitch,Cachorro,4,20.3,False,Vacinação;Ultrassonografia;Limpeza_tártaro
7396,Sherlock,Porquinho-da-india,11,3.22,False,Hemograma;Limpeza_tártaro
7397,Simba,Peixe-dourado,5,6.42,False,Ultrassonografia;Limpeza_tártaro;Consulta_rotina
7398,Loki,Coelho,14,29.19,False,Limpeza_tártaro;Castração
7399,Flora,Gato,5,38.61,False,Ultrassonografia;Castração
7400,Gaia,Peixe-dourado,4,17.77,True,Castração
7401,Lola,Cachorro,14,7.18,False,Vacinação;Curativo_ferida;Ultrassonografia
7402,Alecrim,Hamster,13,35.5,True,Castração
7403,Alice,Porquinho-da-india,6,7.68,False,Hemograma;Ultrassonografia;Consulta_rotina
7404,Otto,Hamster,2,11.41,True,Limpeza_tártaro
7405,Amora,Tartaruga,15,3.51,True,Castração;Hemograma;Ultrassonografia
7406,Nina,Peixe-dourado,14,6.3,True,Ultrassonografia;Limpeza_tártaro;Vacinação
7407,Loki,Calopsita,10,8.98,False,Castração;Consulta_rotina;Ultrassonografia
7408,Zelda,Peixe-dourado,4,20.71,True,Limpeza_tártaro
7409,Paçoca,Tartaruga,4,12.99,False,Consulta_rotina;Ultrassonografia;Castração
7410,Frodo,Calopsita,10,32.04,False,Curativo_ferida;Hemograma
7411,Simba,Porquinho-da-india,1,18.52,False,Curativo_ferida;Consulta_rotina
7412,Cacau,Calopsita,8,10.26,True,Consulta_rotina;Vacinação;Hemograma
7413,Stitch,Porquinho-da-india,3,13.68,False,Vacinação;Castração
7414,Bento,Gato,5,36.07,True,Limpeza_tártaro
7415,Café,Tartaruga,6,31.51,True,Curativo_ferida
7416,Pipoca,Porquinho-da-india,5,13.98,True,Curativo_ferida;Vacinação;Hemograma
7417,Thor,Coelho,1,10.49,True,Ultrassonografia;Hemograma;Consulta_rotina
7418,Bento,Porquinho-da-india,8,36.82,False,Curativo_ferida;Vacinação
7419,Nala,Gato,13,26.27,True,Consulta_rotina;Limpeza_tártaro;Curativo_ferida
7420,Nala,Cachorro,11,12.17,True,Curativo_ferida;Ultrassonografia
7421,Bento,Coelho,8,26.99,True,Consulta_rotina;Hemograma
7422,Café,Porquinho-da-india,3,31.17,True,Castração;Limpeza_tártaro;Consulta_rotina
7423,Tequila,Peixe-dourado,4,33.95,True,Castração;Vacinação
7424,Luna,Calopsita,2,14.08,False,Vacinação;Castração
7425,Jujuba,Tartaruga,15,1.87,True,Curativo_ferida;Ultrassonografia;Consulta_rotina
7426,Bento,Coelho,10,17.3,True,Castração;Curativo_ferida;Hemograma
7427,Pudim,Peixe-dourado,14,6.03,False,Hemograma;Consulta_rotina
7428,Bento,Peixe-dourado,11,3.1,True,Ultrassonografia
7429,Yoda,Cachorro,9,7.31,True,Vacinação;Consulta_rotina;Limpeza_tártaro
7430,Thor,Peixe-dourado,4,2.15,False,Consulta_rotina
7431,Alecrim,Porquinho-da-india,2,36.16,True,Consulta_rotina;Hemograma
7432,Cacau,Hamster,13,20.03,False,Castração
7433,Tequila,Hamster,12,12.78,True,Curativo_ferida;Hemograma
7434,Cecília,Peixe-dourado,3,12.4,True,Limpeza_tártaro
7435,Tequila,Tartaruga,12,19.0,True,Consulta_rotina;Vacinação
7436,Alice,Porquinho-da-india,3,23.77,False,Vacinação;Curativo_ferida;Castração
7437,Yoda,Porquinho-da-india,2,28.41,False,Limpeza_tártaro;Castração;Curativo_ferida
7438,Alice,Porquinho-da-india,15,14.51,False,Castração;Vacinação
7439,Gaia,Porquinho-da-india,2,21.34,False,Castração;Ultrassonografia
7440,Amora,Gato,3,37.56,True,Hemograma;Vacinação
7441,Sushi,Calopsita,11,0.79,True,Ultrassonografia;Vacinação
7442,Luna,Hamster,2,39.17,False,Hemograma;Castração;Limpeza_tártaro
7443,Sushi,Cachorro,3,21.84,False,Limpeza_tártaro
7444,Alecrim,Coelho,10,38.75,False,Vacinação
7445,Alice,Gato,9,20.5,False,Castração;Curativo_ferida
7446,Otto,Hamster,7,32.12,True,Hemograma;Limpeza_tártaro
7447,Café,Gato,1,28.32,True,Curativo_ferida
7448,Theo,Coelho,12,22.72,False,Consulta_rotina;Vacinação;Ultrassonografia
7449,Clara,Peixe-dourado,3,39.23,True,Ultrassonografia;Curativo_ferida;Hemograma
7450,Thor,Coelho,10,39.76,True,Curativo_ferida;Vacinação;Castração
7451,Vicente,Porquinho-da-india,6,17.66,True,Curativo_ferida;Consulta_rotina
7452,Sushi,Porquinho-da-india,9,32.18,False,Vacinação
7453,Cacau,Porquinho-da-india,15,18.13,False,Curativo_ferida;Consulta_rotina
7454,Alice,Hamster,9,18.32,False,Curativo_ferida
7455,Clara,Calopsita,3,13.06,False,Curativo_ferida;Ultrassonografia;Castração
7456,Mel,Calopsita,14,26.77,False,Limpeza_tártaro;Ultrassonografia;Vacinação
7457,Sherlock,Porquinho-da-india,10,39.19,True,Consulta_rotina;Curativo_ferida
7458,Arya,Calopsita,9,12.27,True,Ultrassonografia;Vacinação
7459,Clara,Porquinho-da-india,12,7.33,False,Hemograma;Consulta_rotina;Curativo_ferida
7460,Luna,Gato,4,19.38,False,Consulta_rotina;Castração;Vacinação
7461,Otto,Porquinho-da-india,6,19.89,False,Castração;Ultrassonografia
7462,Amora,Cachorro,4,21.28,False,Hemograma;Ultrassonografia;Vacinação
7463,Joaquim,Coelho,11,22.4,False,Curativo_ferida;Vacinação
7464,Jujuba,Hamster,15,39.54,True,Hemograma
7465,Lola,Tartaruga,12,36.75,True,Vacinação;Curativo_ferida;Hemograma
7466,Zelda,Porquinho-da-india,9,7.45,True,Limpeza_tártaro;Hemograma;Curativo_ferida
7467,Clara,Hamster,6,7.08,True,Consulta_rotina;Curativo_ferida
7468,Theo,Hamster,6,6.89,True,Limpeza_tártaro;Hemograma
7469,Yoda,Cachorro,8,25.47,True,Vacinação
7470,Vicente,Gato,15,37.48,False,Castração;Ultrassonografia
7471,Tequila,Tartaruga,12,27.01,True,Ultrassonografia;Consulta_rotina
7472,Joaquim,Calopsita,3,37.01,False,Consulta_rotina;Curativo_ferida;Ultrassonografia
7473,Zeca,Calopsita,13,34.99,False,Curativo_ferida;Vacinação;Consulta_rotina
7474,Joaquim,Peixe-dourado,6,3.96,False,Hemograma;Curativo_ferida
7475,Cookie,Cachorro,7,29.42,True,Curativo_ferida;Ultrassonografia
7476,Lola,Porquinho-da-india,12,22.46,True,Vacinação
7477,Tequila,Hamster,7,27.76,True,Curativo_ferida;Vacinação;Castração
7478,Alecrim,Porquinho-da-india,14,13.35,False,Consulta_rotina;Curativo_ferida
7479,Tequila,Calopsita,15,38.61,False,Vacinação;Consulta_rotina;Curativo_ferida
7480,Sushi,Tartaruga,3,22.77,True,Vacinação;Curativo_ferida;Hemograma
7481,Flora,Porquinho-da-india,9,21.53,False,Castração;Curativo_ferida;Limpeza_tártaro
7482,Sushi,Cachorro,4,34.91,True,Vacinação;Limpeza_tártaro
7483,Cookie,Tartaruga,3,24.71,True,Ultrassonografia
7484,Frodo,Hamster,3,21.18,False,Consulta_rotina
7485,Joaquim,Gato,4,34.94,False,Hemograma;Limpeza_tártaro
7486,Thor,Porquinho-da-india,8,27.99,False,Consulta_rotina;Curativo_ferida;Hemograma
7487,Sushi,Tartaruga,1,12.77,False,Ultrassonografia;Curativo_ferida
7488,Arya,Calopsita,15,20.05,False,Curativo_ferida;Limpeza_tártaro
7489,Jujuba,Gato,13,27.94,True,Curativo_ferida
7490,Nina,Gato,4,3.13,True,Limpeza_tártaro
7491,Otto,Cachorro,13,22.96,True,Vacinação;Hemograma;Limpeza_tártaro
7492,Theo,Coelho,10,27.3,True,Limpeza_tártaro
7493,Gaia,Calopsita,3,31.7,False,Hemograma;Curativo_ferida;Vacinação
7494,Zelda,Coelho,9,27.94,True,Hemograma;Curativo_ferida;Consulta_rotina
7495,Pudim,Hamster,13,13.46,False,Ultrassonografia;Castração;Consulta_rotina
7496,Sushi,Coelho,8,34.98,False,Ultrassonografia;Consulta_rotina;Hemograma
7497,Nina,Cachorro,9,16.64,True,Limpeza_tártaro
7498,Arthur,Hamster,15,24.88,False,Consulta_rotina;Castração;Limpeza_tártaro
7499,Gaia,Peixe-dourado,6,27.38,False,Curativo_ferida;Vacinação;Hemograma
7500,Frodo,Calopsita,13,8.67,False,Consulta_rotina
7501,Zelda,Tartaruga,13,36.93,True,Ultrassonografia;Limpeza_tártaro
7502,Alice,Porquinho-da-india,14,5.21,False,Curativo_ferida
7503,Arthur,Gato,8,10.28,False,Hemograma;Consulta_rotina;Castração
7504,Pudim,Cachorro,13,32.45,True,Limpeza_tártaro;Castração;Hemograma
7505,Pudim,Hamster,13,11.21,True,Ultrassonografia;Consulta_rotina
7506,Joaquim,Peixe-dourado,13,28.07,True,Consulta_rotina;Castração;Ultrassonografia
7507,Cacau,Tartaruga,1,3.63,True,Hemograma;Limpeza_tártaro;Ultrassonografia
7508,Paçoca,Porquinho-da-india,4,24.88,True,Castração;Vacinação;Consulta_rotina
7509,Vicente,Tartaruga,1,25.79,True,Vacinação;Hemograma
7510,Bento,Calopsita,8,13.88,False,Vacinação;Hemograma;Limpeza_tártaro
7511,Cecília,Porquinho-da-india,15,33.14,False,Hemograma
7512,Jujuba,Gato,13,9.28,True,Consulta_rotina;Ultrassonografia;Castração
7513,Clara,Cachorro,3,27.51,False,Castração;Curativo_ferida
7514,Sushi,Porquinho-da-india,1,5.85,True,Consulta_rotina
7515,Simba,Peixe-dourado,13,16.54,True,Vacinação
7516,Yoda,Porquinho-da-india,13,17.8,True,Curativo_ferida;Limpeza_tártaro
7517,Luna,Porquinho-da-india,3,39.58,False,Ultrassonografia
7518,Yoda,Coelho,14,9.92,True,Limpeza_tártaro
7519,Sherlock,Hamster,14,33.73,False,Hemograma;Limpeza_tártaro
7520,Cacau,Porquinho-da-india,12,22.91,False,Curativo_ferida;Ultrassonografia;Castração
7521,Flora,Gato,5,9.8,False,Limpeza_tártaro;Consulta_rotina;Vacinação
7522,Luna,Calopsita,10,32.3,False,Vacinação;Hemograma;Castração
7523,Café,Gato,7,27.32,False,Limpeza_tártaro
7524,Café,Coelho,14,37.03,True,Vacinação;Consulta_rotina;Hemograma
7525,Zelda,Calopsita,1,22.84,False,Consulta_rotina;Curativo_ferida
7526,Zeca,Hamster,3,0.99,False,Vacinação;Ultrassonografia
7527,Café,Gato,1,7.79,True,Limpeza_tártaro;Ultrassonografia
7528,Jujuba,Hamster,4,29.48,True,Curativo_ferida;Vacinação;Ultrassonografia
7529,Otto,Coelho,3,13.75,True,Curativo_ferida;Limpeza_tártaro;Castração
7530,Jade,Peixe-dourado,13,24.37,True,Vacinação;Limpeza_tártaro;Castração
7531,Alice,Hamster,5,19.65,False,Consulta_rotina
7532,Amora,Tartaruga,8,19.03,False,Limpeza_tártaro;Ultrassonografia;Castração
7533,Thor,Porquinho-da-india,13,7.07,True,Limpeza_tártaro;Hemograma;Castração
7534,Zeca,Peixe-dourado,8,32.79,True,Castração
7535,Lola,Peixe-dourado,7,9.25,False,Limpeza_tártaro
7536,Mel,Cachorro,6,23.25,True,Curativo_ferida;Ultrassonografia;Limpeza_tártaro
7537,Café,Calopsita,5,34.71,False,Castração;Consulta_rotina;Hemograma
7538,Thor,Gato,13,29.08,True,Castração;Vacinação
7539,Zeca,Hamster,9,6.44,True,Limpeza_tártaro;Ultrassonografia;Hemograma
7540,Cecília,Porquinho-da-india,15,15.55,True,Curativo_ferida;Vacinação
7541,Frodo,Porquinho-da-india,12,7.97,False,Curativo_ferida;Consulta_rotina;Vacinação
7542,Tequila,Coelho,8,11.47,False,Vacinação;Limpeza_tártaro
7543,Alice,Tartaruga,4,9.36,False,Limpeza_tártaro;Hemograma;Curativo_ferida
7544,Arya,Tartaruga,6,22.85,False,Hemograma;Consulta_rotina
7545,Loki,Cachorro,4,15.42,False,Curativo_ferida;Consulta_rotina;Vacinação
7546,Sushi,Calopsita,9,10.64,False,Vacinação;Limpeza_tártaro;Castração
7547,Jade,Cachorro,6,37.07,True,Hemograma
7548,Café,Hamster,7,21.0,False,Consulta_rotina;Castração
7549,Alecrim,Tartaruga,1,17.5,False,Hemograma
7550,Amora,Cachorro,10,38.96,False,Vacinação;Consulta_rotina;Ultrassonografia
7551,Joaquim,Tartaruga,13,34.6,True,Curativo_ferida;Consulta_rotina;Castração
7552,Jujuba,Hamster,14,39.79,False,Curativo_ferida
7553,Paçoca,Hamster,1,24.52,True,Limpeza_tártaro;Castração;Vacinação
7554,Cookie,Porquinho-da-india,9,32.15,True,Hemograma;Ultrassonografia;Vacinação
7555,Joaquim,Gato,14,31.97,False,Ultrassonografia;Vacinação
7556,Alecrim,Peixe-dourado,3,26.43,True,Curativo_ferida;Vacinação
7557,Bento,Peixe-dourado,7,31.52,False,Consulta_rotina;Hemograma;Curativo_ferida
7558,Joaquim,Peixe-dourado,13,38.41,False,Curativo_ferida;Vacinação
7559,Cacau,Calopsita,8,2.09,False,Limpeza_tártaro;Curativo_ferida;Ultrassonografia
7560,Theo,Cachorro,4,37.04,False,Curativo_ferida
7561,Tequila,Coelho,12,34.34,False,Consulta_rotina;Limpeza_tártaro
7562,Cacau,Peixe-dourado,4,4.92,False,Castração;Vacinação
7563,Otto,Hamster,10,31.88,True,Consulta_rotina
7564,Jujuba,Calopsita,11,13.97,False,Consulta_rotina;Vacinação
7565,Paçoca,Gato,10,28.26,True,Ultrassonografia;Limpeza_tártaro
7566,Pudim,Tartaruga,2,26.73,False,Ultrassonografia;Curativo_ferida
7567,Theo,Peixe-dourado,2,3.89,False,Vacinação;Ultrassonografia
7568,Sushi,Cachorro,11,3.38,False,Consulta_rotina
7569,Koda,Calopsita,2,39.22,True,Castração;Hemograma
7570,Amora,Peixe-dourado,15,39.16,True,Curativo_ferida
7571,Tequila,Porquinho-da-india,6,13.87,True,Hemograma;Castração;Ultrassonografia
7572,Simba,Tartaruga,8,23.43,False,Consulta_rotina;Curativo_ferida;Ultrassonografia
7573,Sushi,Gato,5,23.32,True,Castração
7574,Nina,Hamster,9,18.68,False,Ultrassonografia
7575,Amora,Coelho,15,38.23,True,Curativo_ferida;Ultrassonografia;Consulta_rotina
7576,Joaquim,Coelho,14,28.78,False,Consulta_rotina;Vacinação
7577,Alice,Hamster,15,7.84,True,Ultrassonografia;Vacinação
7578,Arya,Cachorro,6,0.55,False,Limpeza_tártaro
7579,Nala,Coelho,1,8.39,False,Limpeza_tártaro;Ultrassonografia
7580,Pipoca,Tartaruga,8,27.46,False,Ultrassonografia;Consulta_rotina;Hemograma
7581,Loki,Coelho,6,2.0,True,Limpeza_tártaro;Consulta_rotina;Vacinação
7582,Simba,Coelho,15,18.77,False,Ultrassonografia;Curativo_ferida;Castração
7583,Bento,Peixe-dourado,8,1.36,False,Castração;Hemograma;Consulta_rotina
7584,Yoda,Porquinho-da-india,11,24.48,False,Vacinação;Limpeza_tártaro;Ultrassonografia
7585,Arthur,Tartaruga,8,32.82,False,Curativo_ferida
7586,Frodo,Porquinho-da-india,11,29.83,False,Vacinação;Hemograma
7587,Frodo,Tartaruga,12,26.67,True,Ultrassonografia;Castração;Limpeza_tártaro
7588,Luna,Calopsita,2,12.48,False,Curativo_ferida
7589,Cecília,Porquinho-da-india,6,39.99,False,Limpeza_tártaro;Consulta_rotina;Hemograma
7590,Arthur,Coelho,13,21.94,True,Ultrassonografia
7591,Joaquim,Cachorro,9,33.05,True,Ultrassonografia;Limpeza_tártaro
7592,Pudim,Porquinho-da-india,4,7.75,False,Ultrassonografia
7593,Alice,Tartaruga,12,8.57,True,Hemograma
7594,Arthur,Calopsita,13,18.1,False,Curativo_ferida;Castração;Hemograma
